city,customer_id,email,first_name,last_name,phone,state,street,zip_code
Houston,1363,nestor.haynes@msn.com,Nestor,Haynes,(281) 969-4579,TX,27 Nut Swamp Street,77016
Ballston Spa,1364,grisel.maynard@msn.com,Grisel,Maynard,None,NY,353 North Arch St.,12020
Queensbury,1365,shenna.espinoza@gmail.com,Shenna,Espinoza,None,NY,202 North George Street,12804
Campbell,1366,trena.rogers@aol.com,Trena,Rogers,None,CA,502 Sherwood St.,95008
Campbell,1367,lucile.manning@yahoo.com,Lucile,Manning,None,CA,511 Livingston Lane,95008
Ballston Spa,1368,veronique.fulton@yahoo.com,Veronique,Fulton,None,NY,81 Hilldale Ave.,12020
Shirley,1369,starr.schneider@aol.com,Starr,Schneider,None,NY,77 Mulberry Street,11967
San Jose,1370,rona.rojas@gmail.com,Rona,Rojas,(408) 611-3553,CA,815 Riverview St.,95127
New Hyde Park,1371,pandora.estes@aol.com,Pandora,Estes,None,NY,228 Shadow Brook Drive,11040
South Ozone Park,1372,renna.williams@hotmail.com,Renna,Williams,None,NY,7398 SW. Glen Ridge Road,11420
West Babylon,1373,lanora.robbins@hotmail.com,Lanora,Robbins,None,NY,31 W. Maiden Lane,11704
Glendora,1374,juliane.dillard@aol.com,Juliane,Dillard,None,CA,63 Birchwood Court,91740
Jamaica,1375,carlena.salinas@gmail.com,Carlena,Salinas,None,NY,1 Wagon Street,11432
Port Washington,1376,kimberley.reynolds@aol.com,Kimberley,Reynolds,None,NY,8475 Homewood Street,11050
Rochester,1377,johana.jacobson@gmail.com,Johana,Jacobson,(507) 407-9384,NY,29 San Juan St.,14606
Fresno,1378,enoch.rosario@hotmail.com,Enoch,Rosario,(559) 329-7615,CA,186 Arlington St.,93706
Sunnyside,1379,dorine.thornton@gmail.com,Dorine,Thornton,None,NY,8730 N. Atlantic Street,11104
Uniondale,1380,eliz.lynch@hotmail.com,Eliz,Lynch,None,NY,717 West Deerfield Ave.,11553
Duarte,1381,mercedez.brooks@hotmail.com,Mercedez,Brooks,None,CA,7483 Ann St.,91010
Harlingen,1382,wynona.douglas@msn.com,Wynona,Douglas,None,TX,6 Country Ave.,78552
Bakersfield,1383,desire.mcgowan@msn.com,Desire,Mcgowan,(661) 800-8091,CA,942 North Ohio Road,93306
San Carlos,1384,elmo.sweeney@yahoo.com,Elmo,Sweeney,None,CA,43 Arch Ave.,94070
Canandaigua,1385,kenton.hughes@gmail.com,Kenton,Hughes,None,NY,632 Sleepy Hollow Drive,14424
San Diego,1386,cesar.wilkins@hotmail.com,Cesar,Wilkins,(619) 685-5786,CA,7 Inverness St.,92111
Canandaigua,1387,phylicia.stout@aol.com,Phylicia,Stout,None,NY,8842 Littleton Lane,14424
East Meadow,1388,nanette.harris@hotmail.com,Nanette,Harris,None,NY,26 Pin Oak Lane,11554
Port Chester,1389,ulrike.chan@aol.com,Ulrike,Chan,None,NY,7949 Lancaster St.,10573
Bayside,1390,genoveva.lloyd@aol.com,Genoveva,Lloyd,None,NY,706 Devonshire St.,11361
Floral Park,1391,sheryl.chase@gmail.com,Sheryl,Chase,None,NY,388 Cedar Avenue,11001
Fairport,1392,trista.lambert@gmail.com,Trista,Lambert,None,NY,79 River Street,14450
Jamaica,1393,vivian.deleon@msn.com,Vivian,Deleon,None,NY,9925 Hamilton Street,11432
Amityville,1394,genny.fields@msn.com,Genny,Fields,None,NY,9145 San Juan Dr.,11701
Woodhaven,1395,eliseo.knight@msn.com,Eliseo,Knight,None,NY,693 Holly Street,11421
Anaheim,1396,delma.bailey@gmail.com,Delma,Bailey,(657) 454-8493,CA,9883 West King Lane,92806
Webster,1397,dewayne.herring@aol.com,Dewayne,Herring,None,NY,9015 Willow Lane,14580
Hopewell Junction,1398,nevada.hood@aol.com,Nevada,Hood,None,NY,515 Bank Rd.,12533
Canandaigua,1399,angelika.perry@msn.com,Angelika,Perry,None,NY,7684 South Branch Drive,14424
Woodhaven,1400,shayla.hart@msn.com,Shayla,Hart,None,NY,9092 Aspen St.,11421
East Elmhurst,1401,willetta.murphy@msn.com,Willetta,Murphy,None,NY,436 Devonshire Street,11369
Depew,1402,sandee.alvarado@aol.com,Sandee,Alvarado,None,NY,69 Bowman Street,14043
Troy,1403,mila.moody@gmail.com,Mila,Moody,(248) 234-5902,NY,675 Williams St.,12180
Central Islip,1404,loyce.conway@aol.com,Loyce,Conway,None,NY,729 State Lane,11722
Mount Vernon,1405,thanh.figueroa@yahoo.com,Thanh,Figueroa,None,NY,6 Roberts Drive,10550
New Hyde Park,1406,farrah.orr@msn.com,Farrah,Orr,None,NY,8711 W. Ashley St.,11040
Centereach,1407,hugh.craft@msn.com,Hugh,Craft,None,NY,8716 Homewood Court,11720
Port Chester,1408,eleanor.mendez@yahoo.com,Eleanor,Mendez,None,NY,4 West St.,10573
Buffalo,1409,lamar.bush@msn.com,Lamar,Bush,(716) 294-7174,NY,76 Lilac Drive,14215
Yonkers,1410,lurlene.finch@msn.com,Lurlene,Finch,(914) 367-7691,NY,849 Magnolia St.,10701
Freeport,1411,shanda.stevenson@yahoo.com,Shanda,Stevenson,None,NY,9547 N. Courtland St.,11520
Rego Park,1412,adrien.hunter@yahoo.com,Adrien,Hunter,None,NY,720 Thompson Lane,11374
New Windsor,1413,ophelia.decker@yahoo.com,Ophelia,Decker,None,NY,69 Rockwell Court,12553
Queensbury,1414,sonja.walls@aol.com,Sonja,Walls,None,NY,30 Marshall Dr.,12804
Santa Cruz,1415,harold.o'connor@gmail.com,Harold,O'connor,None,CA,9530 Summerhouse Street,95060
Astoria,1416,miranda.kennedy@gmail.com,Miranda,Kennedy,None,NY,726 East High St.,11102
Forney,1417,jasper.castro@aol.com,Jasper,Castro,None,TX,977 SE. Railroad Road,75126
Anaheim,1418,penni.best@msn.com,Penni,Best,(657) 611-2991,CA,875 Second Drive,92806
Pleasanton,1419,lurlene.cotton@yahoo.com,Lurlene,Cotton,None,CA,8218 George St.,94566
Mount Vernon,1420,kelsey.noble@hotmail.com,Kelsey,Noble,None,NY,36 Pearl Court,10550
Plattsburgh,1421,edris.barrett@hotmail.com,Edris,Barrett,None,NY,36 Pulaski Drive,12901
Smithtown,1422,tempie.jacobson@hotmail.com,Tempie,Jacobson,None,NY,136 Old Fairview St.,11787
Fort Worth,1423,dollie.cervantes@aol.com,Dollie,Cervantes,(682) 362-7457,TX,8828 Applegate Drive,76110
Monsey,1424,lashunda.cole@hotmail.com,Lashunda,Cole,None,NY,783 Baker St.,10952
Shirley,1425,justina.jenkins@msn.com,Justina,Jenkins,None,NY,345 SE. Green Lane,11967
Corpus Christi,1426,londa.gould@aol.com,Londa,Gould,(361) 206-5550,TX,9169 Beech Lane,78418
Atwater,1427,mikel.wilkerson@msn.com,Mikel,Wilkerson,None,CA,9233 Clinton St.,95301
Santa Cruz,1428,carola.johns@msn.com,Carola,Johns,None,CA,7077 Fordham Rd.,95060
Pomona,1429,lorrie.justice@gmail.com,Lorrie,Justice,None,CA,8396 Brook Drive,91768
Bakersfield,1430,tayna.wade@hotmail.com,Tayna,Wade,(661) 858-1224,CA,65 Smith Store Dr.,93306
East Elmhurst,1431,mark.benton@aol.com,Mark,Benton,None,NY,83 Eagle St.,11369
East Northport,1432,zona.cameron@aol.com,Zona,Cameron,None,NY,42 Bridle Court,11731
Scarsdale,1433,nicola.knight@aol.com,Nicola,Knight,None,NY,25 SE. Miles Lane,10583
Liverpool,1434,elana.miles@yahoo.com,Elana,Miles,None,NY,7077 Euclid Ave.,13090
Scarsdale,1435,merrie.fowler@aol.com,Merrie,Fowler,None,NY,532 Leatherwood Ave.,10583
Bellmore,1436,macie.ayers@msn.com,Macie,Ayers,None,NY,8730 Longfellow St.,11710
Rockville Centre,1437,son.warner@hotmail.com,Son,Warner,None,NY,20 W. Rosewood Ave.,11570
San Jose,1438,lee.dunn@aol.com,Lee,Dunn,(408) 807-6157,CA,8626 Grand Ave.,95127
New Rochelle,1439,florrie.little@yahoo.com,Florrie,Little,None,NY,8330 Marsh St.,10801
Oakland Gardens,1440,ernest.rollins@yahoo.com,Ernest,Rollins,None,NY,4 West Ridge Dr.,11364
Staten Island,1441,jamaal.morrison@msn.com,Jamaal,Morrison,None,NY,796 SE. Nut Swamp St.,10301
Brooklyn,1442,cassie.cline@gmail.com,Cassie,Cline,None,NY,947 Lafayette Drive,11201
Central Islip,1443,lezlie.lamb@gmail.com,Lezlie,Lamb,None,NY,401 Brandywine Street,11722
Canandaigua,1444,ivette.estes@gmail.com,Ivette,Estes,None,NY,88 N. Canterbury Ave.,14424
San Lorenzo,1445,ester.acevedo@gmail.com,Ester,Acevedo,None,CA,671 Miles Court,94580
